"","x"
"295",6.055025007
"296",9.871018818
"297",7.081710165
"298",9.47568977
"299",5.799234518
"300",8.241545731
"301",8.389805788
"302",6.982148617
"303",10.21238101
"304",8.010018159
"305",7.263643992
"306",7.42817959
"307",8.349421286
"308",8.095973537
"309",10.12744095
"310",7.820698017
"311",7.426630185
"312",6.597592368
"313",13.76614286
"314",9.636102362
"315",11.45254273
"316",7.779769691
"317",8.942789765
"318",5.43268518
"319",13.199623
"320",7.384312998
"321",10.17096101
"322",9.593156178
"323",7.821256344
"324",9.324149582
"325",7.128700544
"326",7.712150835
"327",7.590184186
"328",9.506988544
"329",5.954552386
"330",10.35406042
"331",10.44211661
"332",9.26152104
"333",8.214670988
"334",11.1037041
"335",11.10770916
"336",6.544516545
"337",9.031198771
"338",8.913063152
"339",11.31324668
"340",8.819464672
"341",6.609896945
"342",10.17554603
"343",13.19659911
"344",10.69071969
"345",11.16738376
"346",7.7811918
"347",7.924903138
"348",6.897094077
"349",7.313763072
"350",13.98089693
"351",13.31638061
"352",7.471529923
"353",8.101501305
"354",9.660767988
"355",11.85538109
"356",7.380780771
"357",11.06947006
"358",10.4964234
"359",8.869495583
"360",10.69686685
"361",12.13298056
"362",10.05299989
"363",11.54756615
"364",12.74155816
"365",8.316309595
"366",8.897820276
"367",9.870230479
"368",10.51131799
"369",6.369963428
"370",9.627260046
"371",8.858006087
"372",11.14028716
"373",9.117127053
"374",4.763096502
"375",10.63303716
"376",10.52251032
"377",10.8682532
"378",7.568976164
"379",6.829839513
"380",8.430099337
"381",9.507466703
"382",9.128826508
"383",10.77208115
"384",9.735271733
"385",10.73486864
"386",5.089798922
"387",6.212182039
"388",7.252047651
"389",9.826186902
"390",11.26468685
"391",9.550478687
"392",10.48571399
"393",10.59389884
"394",10.43853643
"395",11.42972473
"396",9.415434263
"397",11.1030587
"398",9.543439909
"399",8.338586036
"400",7.306057741
"401",13.80068283
"402",8.520207377
"403",11.15538277
"404",8.870354866
"405",10.67345303
"406",8.726650417
"407",8.577076226
"408",9.02874184
"409",8.70850855
"410",11.28539039
"411",8.032857115
"412",6.644731962
"413",10.31934263
"414",6.609253518
"415",9.516854401
"416",8.918642738
"417",9.146232839
"418",8.668324706
"419",8.999857915
"420",9.213205329
"421",8.875347067
"422",10.22070465
"423",6.319300142
"424",10.35776303
"425",10.03900942
"426",13.10226153
"427",8.304476887
"428",11.21290041
"429",9.283623468
"430",9.973165104
"431",7.181147648
"432",7.54418604
"433",8.43965694
"434",8.081220607
"435",8.191406043
"436",5.117499067
"437",9.253104682
"438",9.439222475
"439",6.557826839
"440",15.85445428
"441",9.443099854
"442",9.405338257
"443",10.10542811
"444",9.02912545
"445",8.915923265
"446",9.511782255
"447",11.89724333
"448",5.34052327
"449",9.371566625
"450",9.428957536
"451",8.579341971
"452",9.991944531
"453",7.83780391
"454",11.85545498
"455",8.415212669
"456",9.537533211
"457",8.612955558
"458",7.929179855
"459",4.468716005
"460",10.66497819
"461",7.576983755
"462",9.56088584
"463",8.195550532
"464",7.335887695
"465",10.49606741
"466",6.740776567
"467",9.208887416
"468",9.337587068
"469",9.956324812
"470",11.80981086
"471",8.644158474
"472",6.061147337
"473",12.81698892
"474",11.50147625
"475",5.241957088
"476",10.00834644
"477",7.873412472
"478",8.887653745
"479",10.56112656
"480",11.12573312
"481",10.68222642
"482",10.71339571
"483",8.558771364
"484",12.09393015
"485",9.317961584
"486",6.192777282
"487",11.8547905
"488",14.17162952
"489",9.760984435
"490",11.94086219
"491",8.550618081
"492",9.612152689
"493",6.094419007
"494",10.34440284
"495",8.652021037
"496",9.064648344
"497",7.038825815
"498",15.19376623
"499",10.68434169
"500",14.28339487
"501",12.42283318
"502",8.941654459
"503",11.35806464
"504",11.9049371
"505",9.356753815
"506",7.234700491
"507",12.69264515
"508",11.1695114
"509",6.865777717
"510",8.780221622
"511",8.12623972
"512",12.40449128
"513",13.16663427
"514",12.28236779
"515",9.469046306
"516",9.236874663
"517",12.09450792
"518",8.17459322
"519",13.36463621
"520",10.41992705
"521",10.08519061
"522",7.417427871
"523",10.85138553
"524",9.136072733
"525",11.34353949
"526",10.6334347
"527",10.51471392
"528",10.01188334
"529",7.139264793
"530",7.357891014
"531",8.698110573
"532",6.931907892
"533",10.14807939
"534",10.69161665
"535",8.087205466
"536",7.111821773
"537",6.959937998
"538",7.092940483
"539",9.371757183
"540",9.469383219
"541",8.330402098
"542",14.05275746
"543",10.66677253
"544",8.760017011
"545",10.71701488
"546",6.943915356
"547",11.33942696
"548",8.693564381
"549",8.305100899
"550",10.1096397
"551",13.45937702
"552",8.614664554
"553",10.07539602
"554",10.38257592
"555",8.553442614
"556",10.42472369
"557",9.218216941
"558",10.03759518
"559",9.016768191
"560",10.26485909
"561",10.07647974
"562",9.56504581
"563",6.893316154
"564",9.492731419
"565",14.20637586
"566",3.508870847
"567",10.81418442
"568",7.271646964
"569",10.60871462
"570",8.168154197
"571",10.62169745
"572",6.664726174
"573",8.16222355
"574",12.64494722
"575",9.61344256
"576",9.441545595
"577",9.110025384
"578",9.882697264
"579",6.960422193
"580",8.620382212
"581",11.28746563
"582",7.239530992
"583",11.64533393
"584",9.468066582
"585",7.741560327
"586",9.494567478
"587",10.36282579
"588",11.37785627
"589",6.46513473
"590",9.145847456
"591",9.36828156
"592",8.788688689
"593",5.021357182
"594",9.648467493
"595",8.606889366
"596",9.485373825
"597",8.007363079
"598",10.04002289
"599",7.377670342
"600",7.470537297
"601",8.263979542
"602",9.826763851
"603",8.043039607
"604",6.760019226
"605",15.94480142
"606",11.96183184
"607",7.389161058
"608",11.142248
"609",13.66010221
"610",10.07629696
"611",10.37780002
"612",10.12282613
"613",6.98205613
"614",7.175593538
"615",8.058038313
"616",9.139276459
"617",8.647094574
"618",10.29998674
"619",11.75482399
"620",13.899414
"621",7.152102442
"622",11.02377085
"623",11.05819465
"624",9.181094142
"625",9.865353635
"626",11.06395736
"627",6.739559451
"628",12.77979793
"629",8.666271728
"630",8.759523218
"631",12.10520256
"632",12.05175111
"633",9.239153834
"634",8.693705605
"635",6.637727003
"636",9.711301877
"637",8.682493837
"638",8.212875667
"639",8.083340807
"640",8.102404062
"641",11.24297927
"642",7.263977172
"643",8.695292154
"644",6.395361933
"645",6.324901359
"646",9.500160224
"647",9.368221444
"648",10.71066472
"649",11.40212768
"650",11.23956607
"651",10.98165421
"652",7.890952736
"653",10.94810348
"654",7.56708065
"655",5.354926058
"656",12.00189649
"657",9.020706423
"658",8.605935063
"659",8.870494081
"660",8.471620188
"661",10.67055616
"662",9.373518842
"663",11.67185249
"664",7.686552115
"665",6.338198788
"666",8.440611858
"667",10.29832608
"668",10.54481061
"669",9.686275515
"670",8.658778206
"671",12.51120927
"672",5.817503445
"673",9.235317372
"674",10.94156522
"675",11.15206252
"676",12.36436623
"677",8.008638142
"678",11.34928104
"679",8.460681211
"680",10.46481294
"681",9.02798832
"682",8.830582778
"683",11.64036947
"684",7.415257128
"685",7.392677204
"686",9.173660344
"687",9.244021551
"688",10.2510368
"689",7.177678557
"690",9.151859813
"691",13.12400339
"692",7.909496509
"693",11.43821914
"694",8.596441156
"695",8.612971937
"696",8.478346172
"697",9.281282293
"698",8.776608394
"699",8.157535448
"700",11.77482065
"701",6.361862056
"702",10.1385855
"703",9.710882169
"704",8.64696217
"705",6.78960755
"706",8.763787474
"707",12.21607128
"708",9.25085499
"709",7.037227407
"710",10.2155567
"711",10.8707272
"712",9.379198041
"713",12.10174685
"714",10.17635936
"715",11.38694296
"716",8.248704031
"717",6.084250727
"718",8.278080284
"719",10.28853274
"720",14.82882419
"721",8.093490121
"722",8.586536674
"723",9.35016198
"724",11.03954669
"725",11.20193628
"726",10.32657938
"727",8.392925285
"728",4.944786335
"729",9.385992383
"730",6.736388211
"731",6.535744982
"732",12.26614854
"733",10.16209205
"734",9.872667532
"735",7.998210519
"736",13.64580703
"737",11.791994
"738",9.856387348
"739",9.23332998
"740",8.86382597
"741",7.922968045
"742",12.80369213
"743",6.973731075
"744",9.431102329
"745",8.136020389
"746",11.86472021
"747",8.890838977
"748",6.528340565
"749",11.21034051
"750",8.212452447
"751",12.38918365
"752",8.763304993
"753",8.928388
"754",11.33385231
"755",8.103549858
"756",11.4176602
"757",12.61860155
"758",9.167818967
"759",9.716942927
"760",8.199238757
"761",10.17290766
"762",5.261627234
"763",10.80013798
"764",10.69597688
"765",9.281217282
"766",9.545686265
"767",9.282281255
"768",8.839958217
"769",10.3337108
"770",8.435602723
"771",11.77609599
"772",6.332405483
"773",8.769157916
"774",13.09333092
"775",6.539334817
"776",9.316416947
"777",11.01587493
"778",8.525639716
"779",8.62550971
"780",11.13946672
"781",9.428878902
"782",11.20041899
"783",4.993742757
"784",8.61507588
"785",7.804865077
"786",8.453357609
"787",9.380306466
"788",8.140498919
"789",11.26620068
"790",5.391637797
"791",8.29496635
"792",12.06128506
"793",9.461817377
"794",10.01069785
"795",9.599540664
"796",9.41750275
"797",11.32130461
"798",10.31219239
"799",7.065091866
"800",8.341902847
"801",10.5174895
"802",12.38826413
"803",8.66815443
"804",11.15852591
"805",13.34908426
"806",9.646295722
"807",10.74936357
"808",9.645306667
"809",9.548672016
"810",9.822822111
"811",12.36876941
"812",9.499013091
"813",9.416044909
"814",7.548815012
"815",6.119368659
"816",11.45907328
"817",6.826461669
"818",9.52952208
"819",9.957558753
"820",8.50245361
"821",9.128070181
"822",8.70180219
"823",7.232727853
"824",8.387719815
"825",8.700672657
"826",10.47730222
"827",8.20385118
"828",9.241579057
"829",8.046356301
"830",7.343309807
"831",10.65849466
"832",11.91212374
"833",11.7481745
"834",9.69031547
"835",9.731445332
"836",8.851493106
"837",12.70776521
"838",7.59333114
"839",10.1400051
"840",13.41352393
"841",11.84071874
"842",10.53261336
"843",9.522575082
"844",9.427214927
"845",9.838735922
"846",12.52273894
"847",11.74969798
"848",8.889813549
"849",10.48085113
"850",8.460445755
"851",9.572614688
"852",11.88390214
"853",9.618409963
"854",12.07268713
"855",5.931319845
"856",6.912157483
"857",8.991472202
"858",9.588605944
"859",8.673837179
"860",9.356417221
"861",8.245929659
"862",7.531581272
"863",9.339550041
"864",7.671502184
"865",11.92487519
"866",10.57883823
"867",9.618339578
"868",11.00942194
"869",8.782163748
"870",9.182540446
"871",9.231313554
"872",11.61898525
"873",11.24312809
"874",13.23760121
"875",9.291862938
"876",6.953585805
"877",12.29945865
"878",13.45912149
"879",9.340837747
"880",12.70723452
"881",12.06418144
"882",13.68142696
"883",9.406857145
"884",14.63208937
"885",14.79633375
"886",10.88607108
"887",11.43803471
"888",9.266028616
"889",8.807932643
"890",7.847643698
"891",10.74251146
"892",7.271954511
"893",9.473173643
"894",10.76013615
"895",10.20981087
"896",13.06819159
"897",7.553241437
"898",14.44611653
"899",13.07009736
"900",8.529584358
"901",9.671885484
"902",6.018410025
"903",10.19647035
"904",11.9848703
"905",7.484783492
"906",6.749934735
"907",8.108728528
"908",8.85795618
"909",9.392489484
"910",8.252787319
"911",5.780676043
"912",11.45580785
"913",10.84683648
"914",10.11281924
"915",8.032866324
"916",8.029404624
"917",11.77804749
"918",9.533606853
"919",7.164398083
"920",10.29964123
"921",8.564148164
"922",10.35770922
"923",16.3006961
"924",7.668399852
"925",9.811550341
"926",8.845110888
"927",5.777829719
"928",7.876054974
"929",9.575065452
"930",6.301227971
"931",8.59227997
"932",8.643377076
"933",12.11273434
"934",8.948060825
"935",11.43361214
"936",11.95834582
"937",8.476201852
"938",8.567084733
"939",10.36132066
"940",12.27732709
"941",10.52907017
"942",8.091023337
"943",6.04628067
"944",7.105526102
"945",11.08045947
"946",7.046057431
"947",11.64033919
"948",7.962337978
"949",11.14220185
"950",8.253160433
"951",8.856371926
"952",11.98677897
"953",10.35613134
"954",14.50206147
"955",8.107118096
"956",11.11696937
"957",9.766735846
"958",10.70221678
"959",9.285145681
"960",11.37470777
"961",10.89079563
"962",3.707873844
"963",11.12081039
"964",9.238558368
"965",9.397681604
"966",9.371561271
"967",6.083760482
"968",10.90517185
"969",10.61965066
"970",6.793130308
"971",10.13659562
"972",11.51683925
"973",10.83683265
"974",6.638119097
"975",7.315170031
"976",7.57178565
"977",7.845421732
"978",10.58580937
"979",11.62038036
"980",11.38755483
"981",8.346247436
"982",9.874527735
"983",10.36748107
"984",10.9609991
"985",8.146407541
"986",7.251521153
"987",12.40281505
"988",9.431115866
"989",11.30988258
"990",13.68869129
"991",9.342476761
"992",7.195197808
"993",11.66192404
"994",9.572535334
"995",8.040571294
"996",11.97928654
"997",12.41650882
"998",9.661499562
"999",7.013580098
"1000",8.546598896
"1001",9.839099542
"1002",9.400449697
"1003",13.27460231
"1004",9.052722809
"1005",8.858276874
"1006",10.82899101
"1007",8.951181436
"1008",10.51042206
"1009",7.685581952
"1010",9.985028363
"1011",9.047268617
"1012",8.187989947
"1013",11.73072615
"1014",13.67194656
"1015",10.64784847
"1016",6.277904364
"1017",8.675828737
"1018",9.776373827
"1019",9.669803201
"1020",9.881554272
"1021",11.7975215
"1022",12.48197676
"1023",6.321144842
"1024",8.927449414
"1025",7.98802996
"1026",6.798970319
"1027",12.83227138
"1028",6.151935728
"1029",9.583226571
"1030",8.595228199
"1031",9.411310725
"1032",9.209370704
"1033",6.040009495
"1034",9.334475172
"1035",9.629891806
"1036",9.201083789
"1037",8.272999421
"1038",12.28726867
"1039",7.961999599
"1040",7.701987753
"1041",8.369293071
"1042",10.88846953
"1043",10.28213905
"1044",5.504676643
"1045",10.15537252
"1046",7.669267773
"1047",11.3385051
"1048",11.09540064
"1049",8.862048034
"1050",12.07902618
"1051",11.67189174
"1052",12.62906086
"1053",12.4307814
"1054",12.40914709
"1055",11.2325218
"1056",8.342457245
"1057",7.280462986
"1058",8.668106589
"1059",10.38607893
"1060",8.505025552
"1061",11.09340212
"1062",8.69044864
"1063",9.556640347
"1064",7.75350145
"1065",9.771200541
"1066",11.79361984
"1067",9.117988495
"1068",8.244876485
"1069",12.11410618
"1070",6.998435968
"1071",8.280905936
"1072",5.825111973
"1073",9.418868012
"1074",11.40483786
"1075",11.07422846
"1076",13.75688209
"1077",10.08043175
"1078",6.863050047
"1079",8.954034722
"1080",6.6903218
"1081",7.770910552
"1082",7.355180625
"1083",9.47338454
"1084",8.401412445
"1085",9.771165452
"1086",12.19508831
"1087",8.184793053
"1088",8.743276264
"1089",8.216104935
"1090",8.019409207
"1091",9.745707768
"1092",8.255692102
"1093",7.829861997
"1094",9.593641753
"1095",11.54988785
"1096",11.05259115
"1097",11.81416819
"1098",7.862145155
"1099",4.396732127
"1100",9.833444972
"1101",11.2473806
"1102",8.188890389
"1103",6.294324639
"1104",7.928505461
"1105",10.58482471
"1106",7.897821664
"1107",6.547744441
"1108",12.16437913
"1109",10.05830753
"1110",8.907084052
"1111",9.917376896
"1112",11.26474661
"1113",10.39659874
"1114",10.65360324
"1115",8.359651704
"1116",9.032976411
"1117",11.59519931
"1118",9.434548374
"1119",9.958688701
"1120",10.72578492
"1121",7.803545133
"1122",10.21498439
"1123",11.237047
"1124",10.51184484
"1125",6.858673137
"1126",5.665145494
"1127",8.645878612
"1128",8.61610538
"1129",11.30575999
"1130",12.92122729
"1131",10.47198663
"1132",12.15446801
"1133",10.69674511
"1134",8.585748629
"1135",4.89505845
"1136",5.696063881
"1137",15.16698279
"1138",10.3044906
"1139",8.232712999
"1140",12.5250521
"1141",10.4559552
"1142",12.42074749
"1143",7.625268873
"1144",11.27942818
"1145",8.699013059
"1146",9.266337696
"1147",11.52884604
"1148",6.206825303
"1149",8.972314559
"1150",13.32846594
"1151",9.423618898
"1152",6.896108072
"1153",8.216447407
"1154",8.626788268
"1155",8.509404703
"1156",13.24080935
"1157",10.08609163
"1158",7.302774774
"1159",8.508893465
"1160",7.603184349
"1161",10.63459644
"1162",11.86926914
"1163",9.936082146
"1164",11.09363665
"1165",8.286650216
"1166",13.10309088
"1167",8.126249047
"1168",12.17474329
"1169",8.422510845
"1170",9.603850856
"1171",11.81848302
"1172",10.92999227
"1173",9.276388016
"1174",7.441421673
"1175",6.54641575
"1176",9.625884318
"1177",9.262080654
"1178",10.99728701
"1179",7.775136372
"1180",7.920401472
"1181",8.528645584
"1182",8.718836149
"1183",9.594518255
"1184",8.203079289
"1185",8.27272988
"1186",10.99740932
"1187",9.331525521
"1188",10.01069169
"1189",10.69106467
"1190",11.80133665
"1191",9.378755098
"1192",8.758471665
"1193",13.81411242
"1194",9.284848963
"1195",11.38867573
"1196",8.893708805
"1197",10.17988187
"1198",10.03163504
"1199",12.54617595
"1200",8.253107957
"1201",10.81466908
"1202",9.886557205
"1203",7.978385128
"1204",8.833334854
"1205",7.123017631
"1206",7.645505073
"1207",5.888009591
"1208",9.781096213
"1209",9.911037406
"1210",9.916423628
"1211",10.73850116
"1212",13.30705783
"1213",10.28737675
"1214",10.52530513
"1215",10.34563763
"1216",14.46748962
"1217",11.54856754
"1218",6.429689097
"1219",9.557152805
"1220",8.697426751
"1221",10.04218696
"1222",7.888621143
"1223",8.706209434
"1224",5.501308387
"1225",10.69748486
"1226",11.16496559
"1227",11.08081002
"1228",8.194566286
"1229",9.487089609
"1230",6.188776229
"1231",10.38677487
"1232",13.39784298
"1233",10.37738399
"1234",6.860499597
"1235",7.812424242
"1236",10.83140878
"1237",10.94964513
"1238",5.709132687
"1239",7.960937861
"1240",7.847149358
"1241",10.85766504
"1242",6.908642752
"1243",10.88199351
"1244",10.74393309
"1245",11.64593328
"1246",12.70738363
"1247",6.302018313
"1248",10.34985457
"1249",15.09806358
"1250",9.674588864
"1251",8.825921486
"1252",11.08723878
"1253",9.37685776
"1254",10.03366696
"1255",7.08315617
"1256",11.73743131
"1257",8.293892158
"1258",11.53514058
"1259",7.558325821
"1260",9.588992509
"1261",8.696129129
"1262",12.19188511
"1263",11.40848968
"1264",9.774391232
"1265",11.1866116
"1266",8.362482037
"1267",9.950889824
"1268",6.66832644
"1269",10.01812778
"1270",7.748481357
"1271",6.521551992
"1272",8.198680604
"1273",7.929888561
"1274",11.76608204
"1275",9.598290339
"1276",9.879444316
"1277",7.88793658
"1278",7.245194229
"1279",6.739284057
"1280",10.91146259
"1281",8.226793828
"1282",11.73223768
"1283",11.09574121
"1284",7.123873767
"1285",8.993361102
"1286",12.25525928
"1287",12.6258594
"1288",10.57659399
"1289",11.84916914
"1290",6.403261983
"1291",10.21448315
"1292",11.28933846
"1293",7.095443257
"1294",11.75833501
"1295",8.717407692
"1296",7.60243036
"1297",9.053097725
"1298",10.32782434
"1299",4.11163379
"1300",11.99692064
"1301",10.02647705
"1302",6.345317403
"1303",6.468190974
"1304",10.498134
"1305",8.632167812
"1306",9.537436457
"1307",7.412215277
"1308",8.960880917
"1309",3.395554303
"1310",6.517359597
"1311",9.350207835
"1312",9.018180773
"1313",10.36581868
"1314",11.99163149
"1315",9.526022407
"1316",10.85623591
"1317",7.963001673
"1318",7.812947052
"1319",11.66359458
"1320",8.167399003
"1321",4.271877821
"1322",9.179101005
"1323",6.799634446
"1324",9.431377395
"1325",8.331907453
"1326",10.97211237
"1327",12.79561436
"1328",7.611943968
"1329",7.585280012
"1330",9.601016754
"1331",8.004791095
"1332",8.498855868
"1333",11.42009201
"1334",7.510888454
"1335",9.975423954
"1336",8.167741364
"1337",7.791096901
"1338",8.191086573
"1339",9.02094516
"1340",8.826428661
"1341",10.16081931
"1342",11.87501684
"1343",13.08688275
"1344",7.704534142
"1345",6.180228938
"1346",9.690752755
"1347",8.014867771
"1348",10.69853575
"1349",6.151928485
"1350",12.61826241
"1351",9.856876878
"1352",10.04087865
"1353",7.870293572
"1354",6.943505603
"1355",13.06340857
"1356",11.18405566
"1357",8.833691814
"1358",8.493179821
"1359",14.0496554
"1360",9.106959356
"1361",6.577137827
"1362",10.84562721
"1363",9.18764298
"1364",9.986944697
"1365",7.521986295
"1366",9.83547504
"1367",8.227341425
"1368",8.556806073
"1369",4.659451105
"1370",9.01033432
"1371",10.29405765
"1372",8.1574072
"1373",5.434743596
"1374",9.31069841
"1375",7.966677445
"1376",10.91101978
"1377",9.446456342
"1378",7.586618955
"1379",5.796117822
"1380",8.58943759
"1381",10.65966523
"1382",7.748838011
"1383",7.634490486
"1384",10.05721905
"1385",9.202967949
"1386",9.359654686
"1387",11.37389665
"1388",8.262988765
"1389",10.16643672
"1390",8.619062971
"1391",11.28734705
"1392",10.13390291
"1393",13.47875972
"1394",8.598076886
"1395",5.081777945
"1396",11.27655805
"1397",10.06300599
"1398",10.04698439
"1399",9.485868893
"1400",5.850240847
"1401",9.392630962
"1402",10.76170867
"1403",9.453505147
"1404",9.193681505
"1405",9.682489327
"1406",8.762738827
"1407",9.189416968
"1408",10.52618295
"1409",6.966502427
"1410",10.79839351
"1411",12.2792642
"1412",11.41140191
"1413",5.594759956
"1414",8.199198895
"1415",7.107802125
"1416",9.602686807
"1417",8.936900736
"1418",9.288118248
"1419",7.962099507
"1420",11.15389094
"1421",8.541788869
"1422",9.377192046
"1423",9.364173594
"1424",6.615454178
"1425",6.727456962
"1426",9.817707483
"1427",10.72355912
"1428",11.74810714
"1429",8.62687442
"1430",8.772366833
"1431",8.046699961
"1432",10.45808135
"1433",7.035914888
"1434",9.80976485
"1435",10.72169446
"1436",7.783993421
"1437",8.048196642
"1438",6.816194342
"1439",12.91442032
"1440",5.462886683
"1441",9.068422336
"1442",12.33259597
"1443",10.55565757
"1444",8.756390894
"1445",6.000101261
"1446",9.551464982
"1447",7.069445421
"1448",10.93255779
"1449",11.40374437
"1450",10.65698279
"1451",9.500538943
"1452",10.45343212
"1453",8.995308901
"1454",10.98866743
"1455",9.952880167
"1456",12.92250176
"1457",7.439885275
"1458",9.7087178
"1459",9.321898386
"1460",5.639754154
"1461",6.145890924
"1462",12.5879514
"1463",6.416398456
"1464",9.144628805
"1465",6.27013922
"1466",9.129263558
"1467",11.22596382
"1468",9.649673915
"1469",8.486230805
"1470",7.312495352
"1471",8.965027755
"1472",12.49838808
"1473",8.821741763
"1474",11.49663481
"1475",5.20143895
"1476",9.800753047
"1477",8.850686817
"1478",11.27994795
"1479",14.38538387
"1480",9.679398486
"1481",8.522635119
"1482",6.904065623
"1483",8.141374184
"1484",8.063707153
"1485",9.998353149
"1486",12.57559798
"1487",11.12440463
"1488",9.211937207
"1489",7.083308155
"1490",10.32507186
"1491",8.83147367
"1492",8.146916484
"1493",9.291988436
"1494",7.123982881
"1495",6.179418969
"1496",10.13534937
"1497",11.50051459
"1498",9.438930365
"1499",7.111821773
